Species,Times (hrs),T7RNAP (nM),DNA (nM),ATP (mM),UTP (mM),CTP (mM),GTP (mM),Cap (mM),Mg (mM),PPiase (U/uL),Buffer (mM),DTT (mM),Spermidine (mM),NA,NU,NC,NG,NaPPi,RNA yield (uM),RNA St Dev (uM)
total rna,"(1.0,2.0,3.0,4.0,4.5)",240,5.380266474,10,10,10,10,5,30,0.0005,40,1,1,306,1330,1116,1073,1.00E-09,"(1.1655847975688816,3.132509143466369,5.755074937996352,7.72199928389384,6.192169237084683)","(0.11655847975688816, 0.31325091434663693, 0.5755074937996353, 0.7721999283893841, 0.6192169237084684)"
