Species,Times (hrs),T7RNAP (nM),DNA (nM),ATP (mM),UTP (mM),CTP (mM),GTP (mM),Cap (mM),Mg (mM),PPiase (U/uL),Buffer (mM),DTT (mM),Spermidine (mM),NA,NU,NC,NG,Na4PPi (mM),RNA yield (uM),RNA stdev (uM)
total rna,"(0.0, 0.25, 0.5, 0.75, 1.0, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5)",240,49.88974367,25,20.4,21.4,22.3,0,71.28,1,40,0,0,284,225,237,249,1.00E-09,"(0.093886342, 1.877726841, 5.163748812, 9.529463717, 14.83404204, 34.69100338, 50.27613616, 63.70188307, 71.89346642, 70.1330975, 61.82415623)","(0.081307957, 0.293160009, 0.430241269, 0.430241269, 2.280974428, 1.018785785, 0.140829513, 12.63495309, 26.38909847, 14.08506359, 11.15312841)"
